# polyfill-versiondb 1
# from=0.4.6f13
# to=0.4.7f5
# counts=R:45 -:781 ?:250
# op|kind|type|from|to|arity|origin|rule|confidence|note
-|P|ScheduleOne.AvatarFramework.Animation.BoneTransform|Rotation||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyAccessorySettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyBodyLayerSettings||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyBodySettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyEyeBallSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyEyeLidColorSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyEyeLidSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyEyebrowSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyFaceLayerSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyHairColorSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyHairSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|ApplyShapeKeys||2|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|Armature||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|BodyMeshes||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|CombinedLayersEnabled||0|derived|removed|high|
-|P|ScheduleOne.AvatarFramework.Avatar|CurrentSettings||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|DEFAULT_SMOOTHNESS||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|DefaultAvatarMaterial||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|FaceMesh||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|GetFormalAddress||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|GetMugshot||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|GetThirdPersonAddress||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|GetThirdPersonPronoun||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|HeadBone||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|ImpactForceRBs||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|Impostor||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|IsMale||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|IsWhite||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|LeftFootBone||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|LoadAvatarSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|LoadNakedSettings||3|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|LowerSpine||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|MAX_ACCESSORIES||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|MiddleSpineRB||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|RagdollColliders||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|RagdollRBs||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|RightFootBone||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|SetBodyLayer||3|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|SetFaceLayer||3|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|SetFaceTexture||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|SetFeetShrunk||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|SetRagdollPhysicsEnabled||5|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Avatar|SetWearingHairBlockingAccessory||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|ShapeKeyMeshes||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|_appliedEmissionColor||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|_appliedSkinColor||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|appliedAccessories||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|appliedGender||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|appliedHair||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|appliedHairColor||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|appliedWeight||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|blockEyeFaceLayers||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|femaleShoulderScale||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|maleShoulderScale||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|onRagdollChange||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|onSettingsLoaded||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Avatar|usingCombinedLayer||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.AvatarEffects|SetDefaultSkinColor||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.AvatarLODBoundsUpdater|Avatar||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.AvatarLODBoundsUpdater|CHECK_RATE_SECONDS||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.AvatarLODBoundsUpdater|GetLODGroups||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.AvatarLODBoundsUpdater|HIP_OFFSET_THRESHOLD||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.AvatarLODBoundsUpdater|lodGroups||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACAccessorySelection|CallValueChange||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACAccessorySelection|GetAssetPathIndex||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACAccessorySelection|GetOptionLabel||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACAssetPathReplicator`1|AvatarSettingsChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACAssetPathReplicator`1|selection||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACAvatarLayerSelection|CallValueChange||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACAvatarLayerSelection|GetAssetPathIndex||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACAvatarLayerSelection|GetOptionLabel||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACColorPickerReplicator|AvatarSettingsChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACColorPickerReplicator|picker||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACEntry|DevOnly||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACFaceLayerSelection|CallValueChange||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACFaceLayerSelection|GetAssetPathIndex||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACFaceLayerSelection|GetOptionLabel||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACReplicator|AvatarSettingsChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACReplicator|propertyName||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSelection`1|ButtonPrefab||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACSelection`1|CallValueChange||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSelection`1|DefaultOptionIndex||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACSelection`1|GetAssetPathIndex||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACSelection`1|GetOptionLabel||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSelection`1|Nullable||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSelection`1|Options||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSelection`1|PropertyIndex||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACSelection`1|SelectOption||2|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSelection`1|SelectedOptionIndex||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACSelection`1|SetButtonHighlighted||2|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSelection`1|buttons||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSelection`1|onValueChange||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSelection`1|onValueChangeWithIndex||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACSliderReplicator|AvatarSettingsChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACSliderReplicator|slider||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACWindow|BackButton||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACWindow|Close||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.ACWindow|Open||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACWindow|Predecessor||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACWindow|TitleText||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.ACWindow|WindowTitle||0|derived|removed|high|
-|P|ScheduleOne.AvatarFramework.Customization.CharacterCreator|ActiveSettings||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|CameraPosition||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|Canvas||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|CanvasAnimation||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CharacterCreator|Close||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|Container||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|CreatorMenu||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|DefaultSettings||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CharacterCreator|DisableStuff||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CharacterCreator|Done||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|Fields||0|derived|removed|high|
-|P|ScheduleOne.AvatarFramework.Customization.CharacterCreator|IsOpen||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CharacterCreator|Open||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|Presets||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CharacterCreator|RefreshCategory||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|Rig||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|RigContainer||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CharacterCreator|SelectPreset||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CharacterCreator|SetValue||3|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CharacterCreator|SliderChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|State||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|lastSelectedClothingDefinitions||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|onComplete||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|onCompleteWithClothing||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CharacterCreator|rigTargetY||0|derived|removed|high|
-|V|ScheduleOne.AvatarFramework.Customization.CharacterCreator.ECategory|Accessories||0|derived|removed|high|
-|V|ScheduleOne.AvatarFramework.Customization.CharacterCreator.ECategory|Body||0|derived|removed|high|
-|V|ScheduleOne.AvatarFramework.Customization.CharacterCreator.ECategory|Clothing||0|derived|removed|high|
-|V|ScheduleOne.AvatarFramework.Customization.CharacterCreator.ECategory|Eyebrows||0|derived|removed|high|
-|V|ScheduleOne.AvatarFramework.Customization.CharacterCreator.ECategory|Eyes||0|derived|removed|high|
-|V|ScheduleOne.AvatarFramework.Customization.CharacterCreator.ECategory|Face||0|derived|removed|high|
-|V|ScheduleOne.AvatarFramework.Customization.CharacterCreator.ECategory|Hair||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|AccessoryChanged||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|AccessoryColorChanged||2|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|ActiveSettings||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|AppearancesFolderPath||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|ApplyDefaultSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|BodyLayerChanged||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|BodyLayerColorChanged||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|CreateSettings||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|CreateSettings||2|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|DefaultSettings||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|EyeBallTintChanged||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|EyebrowRestingAngleChanged||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|EyebrowRestingHeightChanged||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|EyebrowScaleChanged||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|EyebrowThicknessChanged||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|FaceLayerChanged||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|FaceLayerColorChanged||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|GenderChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|GenerateCombinedLayerToggle||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|HairChanged||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|HairColorChanged||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|HeightChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|LoadInputField||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|LoadSettings||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|LoadSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|LoadSettings||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|LowerEyeLidRestingPositionChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|OnAvatarSettingsChanged||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|PupilDilationChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|SaveInputField||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|SkinColorChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|TemplateAvatar||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|UpperEyeLidRestingPositionChanged||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Customization.CustomizationManager|WeightChanged||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|isEditingOriginal||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Customization.CustomizationManager|loadedSettingsAssetPath||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Emotions.AvatarEmotionManager|tempIndex||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Emotions.AvatarEmotionPreset|FaceTexture||0|derived|removed|high|
