# polyfill-versiondb 1
# from=0.4.6f13
# to=0.4.7f5
# counts=R:45 -:781 ?:250
# op|kind|type|from|to|arity|origin|rule|confidence|note
-|F|ScheduleOne.AvatarFramework.Emotions.AvatarEmotionPreset|LeftEyeRestingState||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Emotions.AvatarEmotionPreset|RightEyeRestingState||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|AngleOffset||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Eye|Blink||3|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|BottomLidContainer||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|BottomLidRend||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|Container||0|derived|removed|high|
-|P|ScheduleOne.AvatarFramework.Eye|CurrentConfiguration||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|EyeBallRend||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|EyeLight||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|EyeLookOrigin||0|derived|removed|high|
-|P|ScheduleOne.AvatarFramework.Eye|IsBlinking||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Eye|LookAt||2|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|PupilContainer||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|PupilRend||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Eye|SetEyeLidState||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Eye|SetEyeLidState||2|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|TopLidContainer||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|TopLidRend||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Eye|avatar||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.EyeController|ApplyDilation||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.EyeController|ApplyRestingEyeLidState||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|BlinkingEnabled||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|DEBUG||0|derived|removed|high|
-|P|ScheduleOne.AvatarFramework.EyeController|EyesOpen||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|LeftRestingEyeState||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.EyeController|LookAt||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.EyeController|OverrideEyeLids||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|PupilDilation||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.EyeController|RagdollChange||3|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|RightRestingEyeState||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.EyeController|SetEyeballTint||2|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.EyeController|SetEyesOpen||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.EyeController|SetLeftEyeRestingLidState||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.EyeController|SetRightEyeRestingLidState||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|avatar||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|currentEyeballColor||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|defaultEyeballColor||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|defaultLeftEyeRestingState||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|defaultRightEyeRestingState||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|eyeBallMaterial||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|eyeHeight||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|eyeHeightMultiplier||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|eyeSize||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.EyeController|eyeSpacing||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Impostors.AvatarImpostor|DisableImpostor||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Impostors.AvatarImpostor|EnableImpostor||0|derived|removed|high|
-|P|ScheduleOne.AvatarFramework.Impostors.AvatarImpostor|HasTexture||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Impostors.AvatarImpostor|SetAvatarSettings||1|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.Impostors.AvatarImpostor|SetRotation||1|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.Impostors.AvatarImpostor|meshRenderer||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.MugshotGenerator|DefaultSettings||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.MugshotGenerator|FinalizeMugshot||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.MugshotGenerator|GenerateMugshot||0|derived|removed|high|
-|M|ScheduleOne.AvatarFramework.MugshotGenerator|GenerateMugshot||3|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.MugshotGenerator|Generator||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.MugshotGenerator|LookAtPosition||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.MugshotGenerator|MugshotRig||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.MugshotGenerator|OutputPath||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.MugshotGenerator|Settings||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.MugshotGenerator|finalTexture||0|derived|removed|high|
-|F|ScheduleOne.AvatarFramework.MugshotGenerator|generate||0|derived|removed|high|
-|M|ScheduleOne.Cartel.CartelDealer|ConfigureGoonSettings||3|derived|removed|high|
-|M|ScheduleOne.Cartel.CartelDealer|RpcLogic___ConfigureGoonSettings_3427656873||3|derived|removed|high|
-|M|ScheduleOne.Cartel.CartelDealer|RpcWriter___Observers_ConfigureGoonSettings_3427656873||3|derived|removed|high|
-|M|ScheduleOne.Cartel.CartelDealer|RpcWriter___Target_ConfigureGoonSettings_3427656873||3|derived|removed|high|
-|M|ScheduleOne.Cartel.CartelGoon|ConfigureGoonSettings||3|derived|removed|high|
-|M|ScheduleOne.Cartel.CartelGoon|RpcLogic___ConfigureGoonSettings_3427656873||3|derived|removed|high|
-|M|ScheduleOne.Cartel.CartelGoon|RpcWriter___Observers_ConfigureGoonSettings_3427656873||3|derived|removed|high|
-|M|ScheduleOne.Cartel.CartelGoon|RpcWriter___Target_ConfigureGoonSettings_3427656873||3|derived|removed|high|
-|F|ScheduleOne.Cartel.GoonPool|FemaleBaseAppearances||0|derived|removed|high|
-|F|ScheduleOne.Cartel.GoonPool|FemaleClothing||0|derived|removed|high|
-|F|ScheduleOne.Cartel.GoonPool|FemaleVoices||0|derived|removed|high|
-|F|ScheduleOne.Cartel.GoonPool|HairColors||0|derived|removed|high|
-|F|ScheduleOne.Cartel.GoonPool|MaleBaseAppearances||0|derived|removed|high|
-|F|ScheduleOne.Cartel.GoonPool|MaleClothing||0|derived|removed|high|
-|F|ScheduleOne.Cartel.GoonPool|MaleVoices||0|derived|removed|high|
-|F|ScheduleOne.Cartel.GoonPool|SkinTones||0|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingDefinition|ApplicationType||0|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingDefinition|ClothingAssetPath||0|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingUtility|ClothingSlotDataList||0|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingUtility|ColorDataList||0|derived|removed|high|
-|M|ScheduleOne.Clothing.ClothingUtility|GetColorData||1|derived|removed|high|
-|M|ScheduleOne.Clothing.ClothingUtility|GetSlotData||1|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingUtility.ClothingSlotData|Icon||0|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingUtility.ClothingSlotData|Name||0|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingUtility.ClothingSlotData|Slot||0|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingUtility.ColorData|ActualColor||0|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingUtility.ColorData|ColorType||0|derived|removed|high|
-|F|ScheduleOne.Clothing.ClothingUtility.ColorData|LabelColor||0|derived|removed|high|
-|V|ScheduleOne.Clothing.EClothingApplicationType|Accessory||0|derived|removed|high|
-|V|ScheduleOne.Clothing.EClothingApplicationType|BodyLayer||0|derived|removed|high|
-|V|ScheduleOne.Clothing.EClothingApplicationType|FaceLayer||0|derived|removed|high|
-|M|ScheduleOne.Combat.CombatBehaviour|SetMovementSpeed||3|derived|removed|high|
-|F|ScheduleOne.Combat.PhysicsDamageable|VELOCITY_HISTORY_LENGTH||0|derived|removed|high|
-|P|ScheduleOne.Combat.PhysicsDamageable|averageVelocity||0|derived|removed|high|
-|F|ScheduleOne.Combat.PhysicsDamageable|onImpacted||0|derived|removed|high|
-|F|ScheduleOne.Combat.PhysicsDamageable|velocityHistory||0|derived|removed|high|
-|F|ScheduleOne.Cutscenes.Cutscene|CameraControl||0|derived|removed|high|
-|F|ScheduleOne.Cutscenes.Cutscene|CameraFOV||0|derived|removed|high|
-|F|ScheduleOne.Cutscenes.CutsceneManager|Cutscenes||0|derived|removed|high|
-|F|ScheduleOne.Cutscenes.CutsceneManager|cutsceneName||0|derived|removed|high|
-|M|ScheduleOne.Cutscenes.EndCutscene|Play||0|derived|removed|high|
-|M|ScheduleOne.Cutscenes.IntroManager|CharacterCreationDone||2|derived|removed|high|
-|M|ScheduleOne.DevUtilities.CameraOrbit|ClampAngle||3|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|LookAt||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|ScrollSensativity||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|cam||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|distance||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|distanceMax||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|distanceMin||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|hoveringUI||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|raycaster||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|rb||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|sideOffset||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|target||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|targetdistance||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|targetx||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|targety||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|x||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|xSpeed||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|y||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|yMaxLimit||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|yMinLimit||0|derived|removed|high|
-|F|ScheduleOne.DevUtilities.CameraOrbit|ySpeed||0|derived|removed|high|
-|M|ScheduleOne.DevUtilities.IconGenerator|GeneratePackagingIcon||2|derived|removed|high|
-|M|ScheduleOne.DevUtilities.IconGenerator|GetTexture||1|derived|removed|high|
-|M|ScheduleOne.Development.DevTesting|GetRequiredSize||0|derived|removed|high|
-|F|ScheduleOne.Development.DevTesting|_temp||0|derived|removed|high|
-|P|ScheduleOne.Dialogue.DialogueContainer|AllowExit||0|derived|removed|high|
-|F|ScheduleOne.Dialogue.DialogueContainer|BranchNodeData||0|derived|removed|high|
-|F|ScheduleOne.Dialogue.DialogueContainer|DialogueNodeData||0|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueContainer|GetBranchNodeByGUID||1|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueContainer|GetBranchNodeByLabel||1|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueContainer|GetDialogueNodeByGUID||1|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueContainer|GetDialogueNodeByLabel||1|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueContainer|GetLink||1|derived|removed|high|
-|F|ScheduleOne.Dialogue.DialogueContainer|NodeLinks||0|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueContainer|SetAllowExit||1|derived|removed|high|
-|P|ScheduleOne.Dialogue.DialogueContainer|allowExit||0|derived|removed|high|
-|F|ScheduleOne.Dialogue.DialogueController|GenericDialogue||0|derived|removed|high|
-|F|ScheduleOne.Dialogue.DialogueController|IntObj||0|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueController|SetOverrideContainer||1|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueHandler|StartDialogue||1|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueHandler|StartDialogue||3|derived|removed|high|
-|M|ScheduleOne.Dialogue.DialogueHandler_Police|Hovered||0|derived|removed|high|
-|F|ScheduleOne.Dialogue.DialogueManager|DefaultModules||0|derived|removed|high|
-|M|ScheduleOne.Dragging.DragManager|SyncDraggable||1|derived|removed|high|
-|M|ScheduleOne.Dragging.Draggable|CanInteract||0|derived|removed|high|
-|F|ScheduleOne.Dragging.Draggable|CreateCoM||0|derived|removed|high|
-|F|ScheduleOne.Dragging.Draggable|InitialReplicationMode||0|derived|removed|high|
-|M|ScheduleOne.Dragging.Draggable|Sync||0|derived|removed|high|
-|F|ScheduleOne.Dragging.Draggable|isBeingDragged||0|derived|removed|high|
-|F|ScheduleOne.Dragging.Draggable|onDragEnd||0|derived|removed|high|
-|F|ScheduleOne.Dragging.Draggable|onDragStart||0|derived|removed|high|
-|F|ScheduleOne.Dragging.Draggable|onHovered||0|derived|removed|high|
-|F|ScheduleOne.Dragging.Draggable|onInteracted||0|derived|removed|high|
-|V|ScheduleOne.Dragging.Draggable.EInitialReplicationMode|Full||0|derived|removed|high|
-|V|ScheduleOne.Dragging.Draggable.EInitialReplicationMode|Off||0|derived|removed|high|
-|V|ScheduleOne.Dragging.Draggable.EInitialReplicationMode|OnlyIfMoved||0|derived|removed|high|
-|F|ScheduleOne.Dragging.WorldDraggable|BakedGUID||0|derived|removed|high|
-|M|ScheduleOne.Dragging.WorldDraggable|RegenerateGUID||0|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|GetSampleSuccess||2|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|HandoverChosen||0|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|ProcessHandover||5|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|ProcessHandoverClient||4|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|ProcessHandoverServerSide||7|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|ProcessSample||3|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|RpcLogic___ProcessHandoverClient_2441224929||4|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|RpcLogic___ProcessHandoverServerSide_3760244802||7|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|RpcWriter___Observers_ProcessHandoverClient_2441224929||4|derived|removed|high|
-|M|ScheduleOne.Economy.Customer|RpcWriter___Server_ProcessHandoverServerSide_3760244802||7|derived|removed|high|
-|M|ScheduleOne.Effects.Electrifying|ApplyToAvatar||1|derived|removed|high|
-|M|ScheduleOne.Effects.Electrifying|ClearFromAvatar||1|derived|removed|high|
-|M|ScheduleOne.Employees.Employee|GetWorkIssue||1|derived|removed|high|
-|M|ScheduleOne.Employees.EmployeeManager|GetRandomAppearance||3|derived|removed|high|
-|P|ScheduleOne.Equipping.Equippable_TrashGrabber|Instance||0|derived|removed|high|
-|P|ScheduleOne.Equipping.Equippable_TrashGrabber|IsEquipped||0|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|CheckSleepStart||0|derived|removed|high|
-|P|ScheduleOne.GameTime.TimeManager|HostSleepDone||0|derived|removed|high|
-|P|ScheduleOne.GameTime.TimeManager|IsSleepInProgress||0|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|RpcLogic___SetHostSleepDone_1140765316||1|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|RpcLogic___StartSleep_2166136261||0|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|RpcReader___Observers_SetHostSleepDone_1140765316||2|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|RpcReader___Observers_StartSleep_2166136261||2|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|RpcWriter___Observers_SetHostSleepDone_1140765316||1|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|RpcWriter___Observers_StartSleep_2166136261||0|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|SetHostSleepDone||1|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|SkipForwardToTime||1|derived|removed|high|
-|M|ScheduleOne.GameTime.TimeManager|StartSleep||0|derived|removed|high|
-|F|ScheduleOne.GameTime.TimeManager|WakeTime||0|derived|removed|high|
-|F|ScheduleOne.GameTime.TimeManager|onSleepEnd||0|derived|removed|high|
-|F|ScheduleOne.GameTime.TimeManager|onSleepStart||0|derived|removed|high|
-|M|ScheduleOne.Input.MouseController|FreeMouse||1|derived|removed|high|
-|P|ScheduleOne.Input.MouseController|IsMouseVisible||0|derived|removed|high|
-|M|ScheduleOne.Input.MouseController|LockMouse||1|derived|removed|high|
-|F|ScheduleOne.Instancing.InstancingBaker|_objects||0|derived|removed|high|
-|F|ScheduleOne.Map.ParkingSpot|OccupantVehicle_Readonly||0|derived|removed|high|
-|P|ScheduleOne.Messaging.IMessageEntity|MsgConversation||0|derived|removed|high|
-|E|ScheduleOne.Messaging.IMessageEntity|onResponseChosen||0|derived|removed|high|
-|M|ScheduleOne.Messaging.MSGConversation|.ctor||2|derived|removed|high|
-|M|ScheduleOne.Messaging.MSGConversation|GetSaveString||0|derived|removed|high|
-|M|ScheduleOne.Messaging.MSGConversation|InitializeSaveable||0|derived|removed|high|
-|F|ScheduleOne.Messaging.MSGConversation|MAX_MESSAGE_HISTORY||0|derived|removed|high|
-|F|ScheduleOne.Messaging.MSGConversation|Sendables||0|derived|removed|high|
-|F|ScheduleOne.Messaging.MSGConversation|bubbles||0|derived|removed|high|
-|F|ScheduleOne.Messaging.MSGConversation|messageChainHistory||0|derived|removed|high|
-|F|ScheduleOne.Messaging.MSGConversation|messageHistory||0|derived|removed|high|
-|F|ScheduleOne.Messaging.MSGConversation|sender||0|derived|removed|high|
-|F|ScheduleOne.Messaging.MessagingManager|ConversationMap||0|derived|removed|high|
-|M|ScheduleOne.Messaging.MessagingManager|GetConversation||1|derived|removed|high|
-|M|ScheduleOne.Messaging.MessagingManager|Register||2|derived|removed|high|
-|M|ScheduleOne.NPCs.Behaviour.GenericDialogueBehaviour|Deactivate||0|derived|removed|high|
-|F|ScheduleOne.NPCs.Behaviour.HeavyFlinchBehaviour|FLINCH_DURATION||0|derived|removed|high|
-|M|ScheduleOne.NPCs.Behaviour.RequestProductBehaviour|HandoverClosed||3|derived|removed|high|
-|M|ScheduleOne.NPCs.Billy|GetSucccessChance||2|derived|removed|high|
-|M|ScheduleOne.NPCs.Billy|HandoverOutcome||3|derived|removed|high|
-|M|ScheduleOne.NPCs.CharacterClasses.Thomas|GetMessagingIcon||0|derived|removed|high|
-|F|ScheduleOne.NPCs.Framework.Appearance|AvatarSettings||0|derived|removed|high|
-|F|ScheduleOne.NPCs.Framework.Appearance|ChristmasAppearance||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|AimedAtByPlayer||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|GetMessagingIcon||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|GetMessagingName||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|PlayVO_Client||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|PlayVO_Server||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|RpcLogic___AimedAtByPlayer_3323014238||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|RpcLogic___PlayVO_Client_1710085680||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|RpcLogic___PlayVO_Server_1710085680||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|RpcWriter___Observers_PlayVO_Client_1710085680||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|RpcWriter___Server_AimedAtByPlayer_3323014238||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|RpcWriter___Server_PlayVO_Server_1710085680||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPC|SendTextMessage||1|derived|removed|high|
-|F|ScheduleOne.NPCs.NPC|_outlineEffect||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPC|_outlineRenderers||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCAnimation|Awake_UserLogic_ScheduleOne_002ENPCs_002ENPCAnimation_Assembly_002DCSharp_002Edll||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCAnimation|NetworkInitializeIfDisabled||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCAnimation|NetworkInitialize__Late||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCAnimation|NetworkInitialize__LateScheduleOne_002ENPCs_002ENPCAnimationAssembly_002DCSharp_002Edll_Excuted||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCAnimation|NetworkInitialize___Early||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCAnimation|NetworkInitialize___EarlyScheduleOne_002ENPCs_002ENPCAnimationAssembly_002DCSharp_002Edll_Excuted||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCHealth|REVIVE_DAYS||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCHealth|onTakeDamage||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCManager|NPCContainer||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCManager|NPCWarpPoints||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|Agent||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|Animation||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCMovement|CanMove||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|CapsuleCollider||0|derived|removed|high|
-|P|ScheduleOne.NPCs.NPCMovement|CurrentLadder||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|DefaultObstacleAvoidanceType||0|derived|removed|high|
-|P|ScheduleOne.NPCs.NPCMovement|PathCache||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|RagdollDraggable||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|RagdollDraggableCollider||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCMovement|ReceiveWarp||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCMovement|RpcLogic___ReceiveWarp_4276783012||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCMovement|RpcWriter___Observers_ReceiveWarp_4276783012||1|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCMovement|SetSeat||1|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|VelocityCalculator||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCMovement|Warp||1|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|npc||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|onHitByCar||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|onRagdollEnd||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|onRagdollStart||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCMovement|ragdollForceComponents||0|derived|removed|high|
-|P|ScheduleOne.NPCs.NPCSpeedController|ActiveSpeedControl||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCSpeedController|DefaultNormalizedSpeed||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCSpeedController|speedControlStack||0|derived|removed|high|
-|M|ScheduleOne.NPCs.NPCSpeedController.SpeedControl|.ctor||3|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCSpeedController.SpeedControl|id||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCSpeedController.SpeedControl|priority||0|derived|removed|high|
-|F|ScheduleOne.NPCs.NPCSpeedController.SpeedControl|speed||0|derived|removed|high|
-|F|ScheduleOne.NPCs.Responses.NPCResponses|AIMED_AT_RELATIONSHIPCHANGE||0|derived|removed|high|
-|F|ScheduleOne.NPCs.Responses.NPCResponses|ASSAULT_RELATIONSHIPCHANGE||0|derived|removed|high|
-|F|ScheduleOne.NPCs.Responses.NPCResponses|DEADLYASSAULT_RELATIONSHIPCHANGE||0|derived|removed|high|
-|F|ScheduleOne.NPCs.Responses.NPCResponses|PICKPOCKET_RELATIONSHIPCHANGE||0|derived|removed|high|
-|M|ScheduleOne.Persistence.Datas.AvatarAppearanceData|.ctor||1|derived|removed|high|
-|F|ScheduleOne.Persistence.Datas.AvatarAppearanceData|AvatarSettings||0|derived|removed|high|
-|M|ScheduleOne.Persistence.LoadManager|OnApplicationQuit||0|derived|removed|high|
-|P|ScheduleOne.PlayerScripts.Player|CurrentBasicAppearance||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|Load||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|Load||2|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|LoadAppearance||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|MarkIntroCompleted||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|ReceivePlayerData||6|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RequestPlayerData||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___MarkIntroCompleted_3281254764||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___ReceivePlayerData_3244732873||6|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___RequestPlayerData_3615296227||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___SendAvatarSettings_4281687581||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___SetAppearance_2139595489||2|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___SetAppearance_Server_3281254764||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___SetAvatarSettings_4281687581||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Observers_ReceivePlayerData_3244732873||6|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Observers_SetAppearance_2139595489||2|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Observers_SetAvatarSettings_4281687581||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Server_MarkIntroCompleted_3281254764||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Server_RequestPlayerData_3615296227||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Server_SendAvatarSettings_4281687581||1|derived|removed|high|
