# polyfill-versiondb 1
# from=0.4.5f2
# to=0.4.6f5
# counts=R:61 -:1281 ?:134
# op|kind|type|from|to|arity|origin|rule|confidence|note
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___SendPassOutRecovery_2166136261||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___SendPassOut_2166136261||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___SendPlayerNameData_586648380||2|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcLogic___set_CurrentBed_3323014238||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcReader___Observers_PassOutRecovery_2166136261||2|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcReader___Observers_PassOut_2166136261||2|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Observers_PassOutRecovery_2166136261||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Observers_PassOut_2166136261||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Server_SendPassOutRecovery_2166136261||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Server_SendPassOut_2166136261||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Server_SendPlayerNameData_586648380||2|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|RpcWriter___Server_set_CurrentBed_3323014238||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|SendPassOut||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|SendPassOutRecovery||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.Player|SendPlayerNameData||2|derived|removed|high|
-|P|ScheduleOne.PlayerScripts.Player|TimeSinceProductConsumed||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|WalkingMapCurve||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|objectsTemporarilyOwnedByPlayer||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onArrested||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onEnterVehicle||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onExitVehicle||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onFreed||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onPassOutRecovery||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onPassedOut||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onRagdoll||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onRagdollEnd||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onStruckByLightning||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onTased||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.Player|onTasedEnd||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerCamera|CAMERA_SHAKE_MULTIPLIER||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerCamera|CloseInterface||2|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerCamera|FreeMouse||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerCamera|ILerpCamera||6|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerCamera|ILerpCamera_Coroutine||0|derived|removed|high|
-|P|ScheduleOne.PlayerScripts.PlayerCamera|IsCursorShowing||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerCamera|LockMouse||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerCamera|OpenInterface||2|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerCamera|isCursorShowing||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerEnergy|CRITICAL_THRESHOLD||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerEnergy|ChangeEnergy||1|derived|removed|high|
-|P|ScheduleOne.PlayerScripts.PlayerEnergy|CurrentEnergy||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerEnergy|DEBUG_DISABLE_ENERGY||0|derived|removed|high|
-|P|ScheduleOne.PlayerScripts.PlayerEnergy|EnergyDrinksConsumed||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerEnergy|EnergyDuration_Hours||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerEnergy|EnergyRechargeTime_Hours||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerEnergy|IncrementEnergyDrinks||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerEnergy|MAX_ENERGY||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerEnergy|MinPass||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerEnergy|ResetEnergyDrinks||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerEnergy|RestoreEnergy||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerEnergy|SPRINT_DRAIN_MULTIPLIER||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerEnergy|SetEnergy||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerEnergy|SleepEnd||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerEnergy|onEnergyChanged||0|derived|removed|high|
-|F|ScheduleOne.PlayerScripts.PlayerEnergy|onEnergyDepleted||0|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerInventory|AttachToScreen||1|derived|removed|high|
-|M|ScheduleOne.PlayerScripts.PlayerMovement|ExitVehicle||2|derived|removed|high|
-|F|ScheduleOne.PlayerTasks.TaskManager|OnTaskStarted||0|derived|removed|high|
-|F|ScheduleOne.Police.PoliceOfficer|Leniency||0|derived|removed|high|
-|F|ScheduleOne.Police.PoliceOfficer|Suspicion||0|derived|removed|high|
-|M|ScheduleOne.Polling.PollManager|GenerateAppTicket||0|derived|removed|high|
-|M|ScheduleOne.Polling.PollManager|GetAppTicket||0|derived|removed|high|
-|M|ScheduleOne.Polling.PollManager|InitAppTicket||0|derived|removed|high|
-|M|ScheduleOne.Polling.PollManager|OnEncryptedAppTicketResponse||2|derived|removed|high|
-|F|ScheduleOne.Polling.PollManager|SERVER_URL||0|derived|removed|high|
-|F|ScheduleOne.Polling.PollManager|appTicket||0|derived|removed|high|
-|F|ScheduleOne.Polling.PollManager|appTicketCallbackResponse||0|derived|removed|high|
-|F|ScheduleOne.Polling.PollManager|appTicketRequested||0|derived|removed|high|
-|F|ScheduleOne.Polling.PollManager|onActivePollReceived||0|derived|removed|high|
-|F|ScheduleOne.Polling.PollManager|onConfirmedPollReceived||0|derived|removed|high|
-|F|ScheduleOne.Polling.PollManager|sentResponse||0|derived|removed|high|
-|F|ScheduleOne.Polling.PollManager|tokenCompletion||0|derived|removed|high|
-|F|ScheduleOne.Product.MixChute|DoorAnim||0|derived|removed|high|
-|M|ScheduleOne.Product.MixChute|Hovered||0|derived|removed|high|
-|F|ScheduleOne.Product.MixChute|IntObj||0|derived|removed|high|
-|M|ScheduleOne.Product.MixChute|Interacted||0|derived|removed|high|
-|M|ScheduleOne.Product.MixChute|SetDoorOpen||1|derived|removed|high|
-|M|ScheduleOne.Product.MixChute|UpdateDoor||0|derived|removed|high|
-|F|ScheduleOne.Product.MixChute|isDoorOpen||0|derived|removed|high|
-|F|ScheduleOne.Quests.Quest|compassElement||0|derived|removed|high|
-|M|ScheduleOne.Quests.Quest_DealForCartel|Begin||1|derived|removed|high|
-|M|ScheduleOne.Storage.StorageEntity|Close||0|derived|removed|high|
-|F|ScheduleOne.Storage.StorageEntity|onClosed||0|derived|removed|high|
-|F|ScheduleOne.Storage.StorageEntity|onContentsChanged||0|derived|removed|high|
-|F|ScheduleOne.Storage.StorageEntity|onOpened||0|derived|removed|high|
-|M|ScheduleOne.Storage.StoredItem|CalculateFootprintTileIntersections||0|derived|removed|high|
-|M|ScheduleOne.Storage.StoredItem|SetFootprintTileVisiblity||1|derived|removed|high|
-|M|ScheduleOne.Tiles.Grid|SetInvisible||0|derived|removed|high|
-|M|ScheduleOne.Tiles.Grid|SetVisible||0|derived|removed|high|
-|M|ScheduleOne.Tiles.Tile|SetVisible||1|derived|removed|high|
-|M|ScheduleOne.Tools.GenericFootstepDetector|TriggerStep||2|derived|removed|high|
-|M|ScheduleOne.Tools.ManagementClipboard|Close||1|derived|removed|high|
-|M|ScheduleOne.Tools.PhoneCallUtility|SetPhoneOpenable||1|derived|removed|high|
-|P|ScheduleOne.Trash.TrashBag_Equippable|IsHoveringTrash||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|AmountConfirmed||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|AmountSelected||1|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|AmountSelectorPanel||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|CancelAmountSelection||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|ChangeAmount||1|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|CompleteSound||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|DefaultAmountSelection||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|DepositButtonPressed||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|DoneButtonPressed||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|Exit||1|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|GetAmountFromIndex||2|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|MenuPanel||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|PlayerSpawned||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|ProcessTransaction||2|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|ReturnToMenuButtonPressed||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|SetActiveScreen||1|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|SetIsOpen||1|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|SetSelectedAmount||1|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|SuccessPanel||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|UIScreen||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|UpdateAvailableAmounts||0|derived|removed|high|
-|M|ScheduleOne.UI.ATM.ATMInterface|WithdrawButtonPressed||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|activeScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|amountBackground||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|amountButtons||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|amountLabelText||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|amountSelectorScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|amountSelectorTitle||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|amounts||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|atm||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|canvas||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|cleanCashText||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|confirmAmountButton||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|confirmButtonText||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|depositLimitContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|depositLimitText||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|depositing||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|doneButton||0|derived|removed|high|
-|P|ScheduleOne.UI.ATM.ATMInterface|isOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|menuScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|menu_DepositButton||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|menu_TitleText||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|menu_WithdrawButton||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|onlineBalanceText||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|processingScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|processingScreenIndicator||0|derived|removed|high|
-|P|ScheduleOne.UI.ATM.ATMInterface|relevantBalance||0|derived|removed|high|
-|P|ScheduleOne.UI.ATM.ATMInterface|remainingAllowedDeposit||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|selectedAmount||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|selectedAmountIndex||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|selectedButtonIndicator||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|successScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.ATM.ATMInterface|successScreenSubtitle||0|derived|removed|high|
-|M|ScheduleOne.UI.ArrestNoticeScreen|Exit||1|derived|removed|high|
-|M|ScheduleOne.UI.ArrestScreen|LoadSaveClicked||0|derived|removed|high|
-|F|ScheduleOne.UI.BodySearchScreen|searcher||0|derived|removed|high|
-|F|ScheduleOne.UI.CanvasScaler|ScaleMultiplier||0|derived|removed|high|
-|F|ScheduleOne.UI.CashSlotUI|cashInstance||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|BEAN_REQUIREMENT||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|BeanProblemLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|BeansSlot||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|BeginButton||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|BeginPressed||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|CameraPosition||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|CanBegin||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|Canvas||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|Close||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|ContentsChanged||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|Exit||1|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|GetMixer||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|GetOutputProperties||2|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|GetProduct||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|GetPropertyListString||1|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|GetPropertyString||1|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|HasBeans||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|HasMixer||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|HasProduct||0|derived|removed|high|
-|P|ScheduleOne.UI.CreateMixInterface|IsOpen||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|IsOutputKnown||1|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|MixerProblemLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|MixerSlot||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|Open||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|OutputIcon||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|OutputProblemLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|OutputPropertiesLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|OutputSlot||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|ProductProblemLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|ProductPropertiesLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|ProductSlot||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|Storage||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|UnknownOutputIcon||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|UpdateCanBegin||0|derived|removed|high|
-|M|ScheduleOne.UI.CreateMixInterface|UpdateOutput||0|derived|removed|high|
-|P|ScheduleOne.UI.CreateMixInterface|beanSlot||0|derived|removed|high|
-|P|ScheduleOne.UI.CreateMixInterface|mixerSlot||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|onClose||0|derived|removed|high|
-|F|ScheduleOne.UI.CreateMixInterface|onOpen||0|derived|removed|high|
-|P|ScheduleOne.UI.CreateMixInterface|outputSlot||0|derived|removed|high|
-|P|ScheduleOne.UI.CreateMixInterface|productSlot||0|derived|removed|high|
-|F|ScheduleOne.UI.DailySummary|UIScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoEndScreen|Canvas||0|derived|removed|high|
-|M|ScheduleOne.UI.DemoEndScreen|Close||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoEndScreen|Container||0|derived|removed|high|
-|M|ScheduleOne.UI.DemoEndScreen|Exit||1|derived|removed|high|
-|P|ScheduleOne.UI.DemoEndScreen|IsOpen||0|derived|removed|high|
-|M|ScheduleOne.UI.DemoEndScreen|LinkClicked||0|derived|removed|high|
-|M|ScheduleOne.UI.DemoEndScreen|Open||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|Anim||0|derived|removed|high|
-|M|ScheduleOne.UI.DemoIntro|CharacterCreationDone||1|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|CurrentStep||0|derived|removed|high|
-|M|ScheduleOne.UI.DemoIntro|CutsceneDone||0|derived|removed|high|
-|P|ScheduleOne.UI.DemoIntro|IsPlaying||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|MusicName||0|derived|removed|high|
-|M|ScheduleOne.UI.DemoIntro|PassedStep||1|derived|removed|high|
-|M|ScheduleOne.UI.DemoIntro|Play||0|derived|removed|high|
-|M|ScheduleOne.UI.DemoIntro|PlayMusic||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|PlayerInitialPosition||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|SKIP_TIME||0|derived|removed|high|
-|M|ScheduleOne.UI.DemoIntro|ShowAvatar||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|SkipContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|SkipDial||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|SkipEvents||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|currentSkipTime||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|depressed||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|onCutsceneDone||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|onIntroDone||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|onIntroDoneAsServer||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|onStart||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|onStartAsServer||0|derived|removed|high|
-|F|ScheduleOne.UI.DemoIntro|waitingForCutsceneEnd||0|derived|removed|high|
-|M|ScheduleOne.UI.DialogueCanvas|EndDialogue||0|derived|removed|high|
-|M|ScheduleOne.UI.DialogueCanvas|OverrideText||1|derived|removed|high|
-|M|ScheduleOne.UI.DialogueCanvas|StopTextOverride||0|derived|removed|high|
-|F|ScheduleOne.UI.DialogueCanvas|TIME_PER_CHAR||0|derived|removed|high|
-|M|ScheduleOne.UI.DialogueCanvas|UnlockPlayer||0|derived|removed|high|
-|F|ScheduleOne.UI.DialogueCanvas|overrideText||0|derived|removed|high|
-|M|ScheduleOne.UI.DocumentViewer|Exit||1|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackForm|CanvasGroup||0|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackForm|CategoryDropdown||0|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackForm|Clear||0|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackForm|Cog||0|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackForm|DescriptionField||0|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackForm|GetTextToAppendToTitle||0|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackForm|OnSaveFileToggle||1|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackForm|OnScreenshotToggle||1|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackForm|PrepScreenshot||0|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackForm|SaveFileToggle||0|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackForm|ScreenshotAndOpenForm||0|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackForm|ScreenshotToggle||0|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackForm|SetCategory||1|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackForm|SetFormData||1|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackForm|Submit||0|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackForm|SummaryField||0|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackFormPopup|AutoClose||0|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackFormPopup|Close||0|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackFormPopup|Label||0|derived|removed|high|
-|M|ScheduleOne.UI.FeedbackFormPopup|Open||1|derived|removed|high|
-|F|ScheduleOne.UI.FeedbackFormPopup|closeTime||0|derived|removed|high|
-|M|ScheduleOne.UI.GameplayMenu|SetIsOpen||1|derived|removed|high|
-|F|ScheduleOne.UI.GenericUIScreen|CanExitWithRightClick||0|derived|removed|high|
-|M|ScheduleOne.UI.GenericUIScreen|Exit||1|derived|removed|high|
-|F|ScheduleOne.UI.GenericUIScreen|ExitActionPriority||0|derived|removed|high|
-|F|ScheduleOne.UI.GenericUIScreen|ReenableControlsOnClose||0|derived|removed|high|
-|F|ScheduleOne.UI.GenericUIScreen|ReenableEquippingOnClose||0|derived|removed|high|
-|F|ScheduleOne.UI.GenericUIScreen|ReenableInventoryOnClose||0|derived|removed|high|
-|F|ScheduleOne.UI.GenericUIScreen|UseExitActions||0|derived|removed|high|
-|F|ScheduleOne.UI.HUD|SafeBalanceDisplay||0|derived|removed|high|
-|F|ScheduleOne.UI.HUD|eventSystem||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|AltScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|CUSTOMER_SLOT_COUNT||0|derived|removed|high|
-|M|ScheduleOne.UI.Handover.HandoverScreen|CloseTutorial||0|derived|removed|high|
-|P|ScheduleOne.UI.Handover.HandoverScreen|Mode||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|NoVehicle||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|OriginalItemLocations||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|PropertiesEntries||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|SuccessChanceMethod||0|derived|removed|high|
-|M|ScheduleOne.UI.Handover.HandoverScreen|SwapActiveScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|TutorialAnimation||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|TutorialContainer||0|derived|removed|high|
-|P|ScheduleOne.UI.Handover.HandoverScreen|TutorialOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|UIScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|VEHICLE_MAX_DIST||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreen|onHandoverComplete||0|derived|removed|high|
-|V|ScheduleOne.UI.Handover.HandoverScreen.EItemSource|Player||0|derived|removed|high|
-|V|ScheduleOne.UI.Handover.HandoverScreen.EItemSource|Vehicle||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreenDetailPanel|LayoutGroup||0|derived|removed|high|
-|M|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|ChangeAmount||1|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|InputField||0|derived|removed|high|
-|M|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|KBCancel||0|derived|removed|high|
-|M|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|KBSubmit||1|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|MaxPrice||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|MinPrice||0|derived|removed|high|
-|M|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|OnPriceInputChanged||1|derived|removed|high|
-|P|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|Price||0|derived|removed|high|
-|M|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|RefreshPrice||0|derived|removed|high|
-|M|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|SetPrice||1|derived|removed|high|
-|M|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|ShowOSK||0|derived|removed|high|
-|F|ScheduleOne.UI.Handover.HandoverScreenPriceSelector|onPriceChanged||0|derived|removed|high|
-|F|ScheduleOne.UI.HintDisplay|DismissPrompt||0|derived|removed|high|
-|M|ScheduleOne.UI.HintDisplay|ShowHint||1|derived|removed|high|
-|M|ScheduleOne.UI.HintDisplay|ShowHint||2|derived|removed|high|
-|M|ScheduleOne.UI.HintDisplay|ShowHint_10s||1|derived|removed|high|
-|M|ScheduleOne.UI.HintDisplay|ShowHint_20s||1|derived|removed|high|
-|M|ScheduleOne.UI.HintDisplay.Hint|.ctor||2|derived|removed|high|
-|F|ScheduleOne.UI.InputPromptsCanvas|InputPromptsContainer||0|derived|removed|high|
-|M|ScheduleOne.UI.InputPromptsCanvas|LoadModule||1|derived|removed|high|
-|F|ScheduleOne.UI.InputPromptsCanvas|Modules||0|derived|removed|high|
-|M|ScheduleOne.UI.InputPromptsCanvas|UnloadModule||0|derived|removed|high|
-|P|ScheduleOne.UI.InputPromptsCanvas|currentModule||0|derived|removed|high|
-|P|ScheduleOne.UI.InputPromptsCanvas|currentModuleLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.InputPromptsCanvas.Module|key||0|derived|removed|high|
-|F|ScheduleOne.UI.InputPromptsCanvas.Module|module||0|derived|removed|high|
-|M|ScheduleOne.UI.InteractionCanvas|EnableInteractionDisplay||6|derived|removed|high|
-|M|ScheduleOne.UI.Items.ItemUIManager|SetDraggingEnabled||2|derived|removed|high|
-|M|ScheduleOne.UI.LaunderingInterface|Close||0|derived|removed|high|
-|M|ScheduleOne.UI.LaunderingInterface|Exit||1|derived|removed|high|
-|F|ScheduleOne.UI.LaunderingInterface|UIScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.LaunderingInterface|fovOverride||0|derived|removed|high|
-|F|ScheduleOne.UI.LaunderingInterface|lerpTime||0|derived|removed|high|
-|F|ScheduleOne.UI.LaunderingInterface|mainPanel||0|derived|removed|high|
