# polyfill-versiondb 1
# from=0.4.5f2
# to=0.4.6f5
# counts=R:61 -:1281 ?:134
# op|kind|type|from|to|arity|origin|rule|confidence|note
-|F|ScheduleOne.UI.LaunderingInterface|minLaunderAmount||0|derived|removed|high|
-|F|ScheduleOne.UI.LaunderingInterface|selectorPanel||0|derived|removed|high|
-|F|ScheduleOne.UI.LaunderingInterface|selectorScreen||0|derived|removed|high|
-|M|ScheduleOne.UI.MainMenu.ImportScreen|Initialize||2|derived|removed|high|
-|M|ScheduleOne.UI.MainMenu.MainMenuScreen|Close||0|derived|removed|high|
-|M|ScheduleOne.UI.MainMenu.MainMenuScreen|Close||1|derived|removed|high|
-|M|ScheduleOne.UI.MainMenu.MainMenuScreen|Exit||1|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|ExitInputPriority||0|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|Group||0|derived|removed|high|
-|P|ScheduleOne.UI.MainMenu.MainMenuScreen|IsOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|LERP_SCALE||0|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|LERP_TIME||0|derived|removed|high|
-|M|ScheduleOne.UI.MainMenu.MainMenuScreen|Lerp||1|derived|removed|high|
-|M|ScheduleOne.UI.MainMenu.MainMenuScreen|Open||1|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|OpenOnStart||0|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|PreviousScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|Rect||0|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|lerpRoutine||0|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|uiPanel||0|derived|removed|high|
-|F|ScheduleOne.UI.MainMenu.MainMenuScreen|uiScreen||0|derived|removed|high|
-|M|ScheduleOne.UI.MainMenu.SettingsScreen|ApplyDisplaySettings||0|derived|removed|high|
-|M|ScheduleOne.UI.MainMenu.SettingsScreen|DisplayChanged||0|derived|removed|high|
-|F|ScheduleOne.UI.Management.ItemSelector|lerpRoutine||0|derived|removed|high|
-|F|ScheduleOne.UI.Management.ManagementWorldspaceCanvas|CrosshairPrompt||0|derived|removed|high|
-|M|ScheduleOne.UI.Management.NPCSelector|ClipboardClosed||0|derived|removed|high|
-|M|ScheduleOne.UI.Management.NPCSelector|Close||1|derived|removed|high|
-|F|ScheduleOne.UI.Management.NPCSelector|DetectionMask||0|derived|removed|high|
-|M|ScheduleOne.UI.Management.NPCSelector|Exit||1|derived|removed|high|
-|M|ScheduleOne.UI.Management.NPCSelector|GetHoveredNPC||0|derived|removed|high|
-|F|ScheduleOne.UI.Management.NPCSelector|HoverOutlineColor||0|derived|removed|high|
-|M|ScheduleOne.UI.Management.NPCSelector|IsNPCTypeValid||1|derived|removed|high|
-|P|ScheduleOne.UI.Management.NPCSelector|IsOpen||0|derived|removed|high|
-|M|ScheduleOne.UI.Management.NPCSelector|NPCClicked||1|derived|removed|high|
-|M|ScheduleOne.UI.Management.NPCSelector|Open||3|derived|removed|high|
-|F|ScheduleOne.UI.Management.NPCSelector|SELECTION_RANGE||0|derived|removed|high|
-|F|ScheduleOne.UI.Management.NPCSelector|TypeRequirement||0|derived|removed|high|
-|F|ScheduleOne.UI.Management.NPCSelector|callback||0|derived|removed|high|
-|F|ScheduleOne.UI.Management.NPCSelector|highlightedNPC||0|derived|removed|high|
-|F|ScheduleOne.UI.Management.NPCSelector|hoveredNPC||0|derived|removed|high|
-|M|ScheduleOne.UI.Management.ObjectSelector|Close||2|derived|removed|high|
-|M|ScheduleOne.UI.Management.TransitEntitySelector|Close||2|derived|removed|high|
-|F|ScheduleOne.UI.Management.TransitEntitySelector|changesMade||0|derived|removed|high|
-|F|ScheduleOne.UI.Multiplayer.LobbyInterface|Canvas||0|derived|removed|high|
-|M|ScheduleOne.UI.Multiplayer.LobbyInterface|GetAvatar||1|derived|removed|high|
-|M|ScheduleOne.UI.Multiplayer.LobbyInterface|SetPlayer||2|derived|removed|high|
-|M|ScheduleOne.UI.NPCSummonMenu|Exit||1|derived|removed|high|
-|P|ScheduleOne.UI.NPCSummonMenu|IsOpen||0|derived|removed|high|
-|M|ScheduleOne.UI.NewMixScreen|Exit||1|derived|removed|high|
-|F|ScheduleOne.UI.NewMixScreen|MAX_PROPERTIES_DISPLAYED||0|derived|removed|high|
-|F|ScheduleOne.UI.NewMixScreen|attributeEntryPrefab||0|derived|removed|high|
-|F|ScheduleOne.UI.NewMixScreen|onMixNamed||0|derived|removed|high|
-|F|ScheduleOne.UI.NewMixScreen|randomizeNameButton||0|derived|removed|high|
-|F|ScheduleOne.UI.PassOutScreen|Anim||0|derived|removed|high|
-|F|ScheduleOne.UI.PassOutScreen|CASH_LOSS_MAX||0|derived|removed|high|
-|F|ScheduleOne.UI.PassOutScreen|CASH_LOSS_MIN||0|derived|removed|high|
-|F|ScheduleOne.UI.PassOutScreen|Canvas||0|derived|removed|high|
-|M|ScheduleOne.UI.PassOutScreen|Close||0|derived|removed|high|
-|F|ScheduleOne.UI.PassOutScreen|ContextLabel||0|derived|removed|high|
-|M|ScheduleOne.UI.PassOutScreen|Continue||0|derived|removed|high|
-|F|ScheduleOne.UI.PassOutScreen|Group||0|derived|removed|high|
-|M|ScheduleOne.UI.PassOutScreen|LoadSaveClicked||0|derived|removed|high|
-|F|ScheduleOne.UI.PassOutScreen|MainLabel||0|derived|removed|high|
-|M|ScheduleOne.UI.PassOutScreen|Open||0|derived|removed|high|
-|F|ScheduleOne.UI.PassOutScreen|RecoveryPointsContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.PassOutScreen|cashLoss||0|derived|removed|high|
-|P|ScheduleOne.UI.PassOutScreen|isOpen||0|derived|removed|high|
-|M|ScheduleOne.UI.PauseMenu|DelayPanelSelect||0|derived|removed|high|
-|F|ScheduleOne.UI.PauseMenu|FeedbackForm||0|derived|removed|high|
-|F|ScheduleOne.UI.PauseMenu|uiPanel||0|derived|removed|high|
-|F|ScheduleOne.UI.PauseMenu|uiScreen||0|derived|removed|high|
-|M|ScheduleOne.UI.PawnShopInterface|ChangePayment||1|derived|removed|high|
-|M|ScheduleOne.UI.PawnShopInterface|Close||1|derived|removed|high|
-|F|ScheduleOne.UI.PawnShopInterface|OfferInputField||0|derived|removed|high|
-|M|ScheduleOne.UI.PawnShopInterface|PaymentSubmitted||1|derived|removed|high|
-|P|ScheduleOne.UI.PawnShopInterface|SelectedPayment||0|derived|removed|high|
-|M|ScheduleOne.UI.PawnShopInterface|SetSelectedPayment||1|derived|removed|high|
-|F|ScheduleOne.UI.Phone.CallInterface|CallCompleted||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.CallInterface|CallStarted||0|derived|removed|high|
-|M|ScheduleOne.UI.Phone.CallInterface|Exit||1|derived|removed|high|
-|F|ScheduleOne.UI.Phone.CallInterface|TIME_PER_CHAR||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ContactsApp.ContactsApp|DemoCirclesContainer||0|derived|removed|high|
-|M|ScheduleOne.UI.Phone.CounterofferInterface|ChangeQuantity||1|derived|removed|high|
-|F|ScheduleOne.UI.Phone.CounterofferInterface|ProductLabelRect||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.CounterofferInterface|price||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Delivery.DeliveryApp|MainLayoutGroup||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Delivery.DeliveryApp|MainScrollRect||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Map.MapApp|DemoMapSprite||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Map.MapApp|contentMoveRoutine||0|derived|removed|high|
-|M|ScheduleOne.UI.Phone.Messages.MessageBubble|SetupBubble||3|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Messages.MessageBubble|backgroundColor_Left||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Messages.MessageBubble|backgroundColor_Right||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Messages.MessageBubble|baseBubbleSpacing||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Messages.MessageBubble|textColor_Left||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Messages.MessageBubble|textColor_Right||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Phone|LookOffsetMax||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Phone|LookOffsetMin||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Phone|OpenVerticalOffset||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.Phone|rotationTime||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ProductManagerApp.ProductAppDetailPanel|Delisted||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ProductManagerApp.ProductAppDetailPanel|LayoutGroup||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ProductManagerApp.ProductAppDetailPanel|Listed||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ProductManagerApp.ProductAppDetailPanel|NotDiscovered||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ProductManagerApp.ProductAppDetailPanel|ScrollRect||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ProductManagerApp.ProductManagerApp|SelectionIndicator||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ProductManagerApp.ProductManagerApp.ProductTypeContainer|Container||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ProductManagerApp.ProductManagerApp.ProductTypeContainer|DrugType||0|derived|removed|high|
-|F|ScheduleOne.UI.Phone.ProductManagerApp.ProductManagerApp.ProductTypeContainer|NoneDisplay||0|derived|removed|high|
-|M|ScheduleOne.UI.Phone.ProductManagerApp.ProductManagerApp.ProductTypeContainer|RefreshNoneDisplay||0|derived|removed|high|
-|M|ScheduleOne.UI.PickpocketScreen|Exit||1|derived|removed|high|
-|F|ScheduleOne.UI.PickpocketScreen|InputPrompt||0|derived|removed|high|
-|F|ScheduleOne.UI.PlayerEnergyUI|FillImage||0|derived|removed|high|
-|F|ScheduleOne.UI.PlayerEnergyUI|Label||0|derived|removed|high|
-|M|ScheduleOne.UI.PlayerEnergyUI|SetDisplayedEnergy||1|derived|removed|high|
-|F|ScheduleOne.UI.PlayerEnergyUI|Slider||0|derived|removed|high|
-|F|ScheduleOne.UI.PlayerEnergyUI|SliderColor_Green||0|derived|removed|high|
-|F|ScheduleOne.UI.PlayerEnergyUI|SliderColor_Red||0|derived|removed|high|
-|F|ScheduleOne.UI.PlayerEnergyUI|SliderRect||0|derived|removed|high|
-|M|ScheduleOne.UI.PlayerEnergyUI|UpdateDisplayedEnergy||0|derived|removed|high|
-|F|ScheduleOne.UI.PlayerEnergyUI|displayedValue||0|derived|removed|high|
-|M|ScheduleOne.UI.PropertySelector|Close||1|derived|removed|high|
-|M|ScheduleOne.UI.PropertySelector|Exit||1|derived|removed|high|
-|M|ScheduleOne.UI.PropertySelector|OpenSelector||1|derived|removed|high|
-|M|ScheduleOne.UI.PropertySelector|PropertyAcquired||1|derived|removed|high|
-|M|ScheduleOne.UI.PropertySelector|SelectProperty||1|derived|removed|high|
-|F|ScheduleOne.UI.PropertySelector|buttonContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.PropertySelector|buttonPrefab||0|derived|removed|high|
-|F|ScheduleOne.UI.PropertySelector|container||0|derived|removed|high|
-|P|ScheduleOne.UI.PropertySelector|isOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.PropertySelector|pCallback||0|derived|removed|high|
-|F|ScheduleOne.UI.Settings.SensitivitySlider|MULTIPLIER||0|derived|removed|high|
-|M|ScheduleOne.UI.SleepCanvas|ChangeSleepAmount||1|derived|removed|high|
-|M|ScheduleOne.UI.SleepCanvas|ClampTime||3|derived|removed|high|
-|M|ScheduleOne.UI.SleepCanvas|ClampWakeTime||1|derived|removed|high|
-|F|ScheduleOne.UI.SleepCanvas|DecreaseButton||0|derived|removed|high|
-|F|ScheduleOne.UI.SleepCanvas|IncreaseButton||0|derived|removed|high|
-|M|ScheduleOne.UI.SleepCanvas|SetIsOpen||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.BrickPressCanvas|Canvas||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.BrickPressCanvas|Container||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.BrickPressCanvas|SetIsOpen||3|derived|removed|high|
-|F|ScheduleOne.UI.Stations.BrickPressCanvas|UIScreen||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.BrickPressCanvas|isOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.CauldronCanvas|BeginButton||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.CauldronCanvas|BeginButtonPressed||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.CauldronCanvas|Canvas||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.CauldronCanvas|Cauldron||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.CauldronCanvas|Container||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.CauldronCanvas|IngredientSlotUIs||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.CauldronCanvas|InstructionLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.CauldronCanvas|LiquidSlotUI||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.CauldronCanvas|OutputSlotUI||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.CauldronCanvas|SetIsOpen||3|derived|removed|high|
-|F|ScheduleOne.UI.Stations.CauldronCanvas|UIScreen||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.CauldronCanvas|isOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|BeginButton||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.ChemistryStationCanvas|BeginButtonPressed||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|Canvas||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.ChemistryStationCanvas|ChemistryStation||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.ChemistryStationCanvas|Close||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|Container||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|CookingInProgressContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|ErrorLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|InProgressLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|InProgressRecipeEntry||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|InputSlotUIs||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|InputSlotsContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|InstructionLabel||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.ChemistryStationCanvas|Open||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|OutputSlotUI||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|RecipeContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|RecipeEntryPrefab||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|RecipeSelectionContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|Recipes||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|SelectionIndicator||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.ChemistryStationCanvas|SetSelectedRecipe||1|derived|removed|high|
-|M|ScheduleOne.UI.Stations.ChemistryStationCanvas|SortRecipes||1|derived|removed|high|
-|M|ScheduleOne.UI.Stations.ChemistryStationCanvas|StationSlotsChanged||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|UIScreen||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.ChemistryStationCanvas|UpdateInput||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.ChemistryStationCanvas|UpdateUI||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.ChemistryStationCanvas|isOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|recipeEntries||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.ChemistryStationCanvas|selectedRecipe||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|Canvas||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|CapacityLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|Container||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.DryingRackCanvas|CreateOperationUI||1|derived|removed|high|
-|M|ScheduleOne.UI.Stations.DryingRackCanvas|DestroyOperationUI||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|IndicatorAlignments||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|IndicatorContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|IndicatorPrefab||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|InputSlotUI||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.DryingRackCanvas|Insert||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|InsertButton||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|InstructionLabel||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.DryingRackCanvas|MinPass||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|OutputSlotUI||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|ProgressContainerPanel||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.DryingRackCanvas|Rack||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.DryingRackCanvas|SetIsOpen||2|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|UIScreen||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.DryingRackCanvas|UpdateDryingOperations||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.DryingRackCanvas|UpdateQuantities||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.DryingRackCanvas|UpdateUI||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.DryingRackCanvas|isOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.DryingRackCanvas|operationUIs||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|Alignment||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|AssignedOperation||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|Button||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|Clicked||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|Icon||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|QuantityLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|Rect||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|RefreshQuantity||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|SetAlignment||1|derived|removed|high|
-|M|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|SetDryRate||1|derived|removed|high|
-|M|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|SetOperation||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|Tooltip||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|UpdatePosition||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.Drying_rack.DryingOperationUI|_dryMultiplier||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.LabOvenCanvas|Canvas||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.LabOvenCanvas|Container||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.LabOvenCanvas|SetIsOpen||3|derived|removed|high|
-|F|ScheduleOne.UI.Stations.LabOvenCanvas|UIScreen||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.LabOvenCanvas|isOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|BeginButton||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|BeginButtonPressed||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|Canvas||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|Close||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|Container||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|Exit||1|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|GetOutputProperties||2|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|GetPropertyListString||1|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|GetPropertyString||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|IngredientProblemLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|IngredientSlotUI||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|InstructionLabel||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|IsOutputKnown||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|MainContainer||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|MixNamed||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|MixerHint||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|MixingDone||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.MixingStationCanvas|MixingStation||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|Open||1|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|OutputSlotUI||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|PreviewIcon||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|PreviewLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|PreviewPropertiesLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|PreviewSlotUI||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|ProductHint||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|ProductPropertiesLabel||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|ProductSlotUI||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|RecipeEntryPrefab||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|StartMixOperation||1|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|StationContentsChanged||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|TitleContainer||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|UIScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|UnknownOutputIcon||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|UpdateBeginButton||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|UpdateDisplayMode||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|UpdateInput||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|UpdateInstruction||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|UpdatePreview||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MixingStationCanvas|UpdateUI||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.MixingStationCanvas|isOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MixingStationCanvas|selectedRecipe||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MushroomSpawnStationInterface|CameraLerpTime||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MushroomSpawnStationInterface|Close||1|derived|removed|high|
-|M|ScheduleOne.UI.Stations.MushroomSpawnStationInterface|Exit||1|derived|removed|high|
-|P|ScheduleOne.UI.Stations.MushroomSpawnStationInterface|IsOpen||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MushroomSpawnStationInterface|OnExitStation||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MushroomSpawnStationInterface|_canvas||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.MushroomSpawnStationInterface|_container||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.PackagingStationCanvas|Canvas||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.PackagingStationCanvas|Container||0|derived|removed|high|
-|F|ScheduleOne.UI.Stations.PackagingStationCanvas|InstructionShadow||0|derived|removed|high|
-|M|ScheduleOne.UI.Stations.PackagingStationCanvas|SetIsOpen||3|derived|removed|high|
-|F|ScheduleOne.UI.Stations.PackagingStationCanvas|UIScreen||0|derived|removed|high|
-|P|ScheduleOne.UI.Stations.PackagingStationCanvas|isOpen||0|derived|removed|high|
-|M|ScheduleOne.UI.StorageMenu|Exit||1|derived|removed|high|
-|M|ScheduleOne.UI.StorageMenu|Open||3|derived|removed|high|
-|M|ScheduleOne.UI.StorageMenu|Open||1|derived|removed|high|
-|M|ScheduleOne.UI.StorageMenu|Open||3|derived|removed|high|
-|F|ScheduleOne.UI.StorageMenu|UIScreen||0|derived|removed|high|
-|F|ScheduleOne.UI.StorageMenu|onClosed||0|derived|removed|high|
-|M|ScheduleOne.UI.TabController|SetTab||2|derived|removed|high|
-|F|ScheduleOne.UI.TaskManagerUI|PackagingStationMK2TutorialDone||0|derived|removed|high|
-|M|ScheduleOne.UI.TextInputScreen|Exit||1|derived|removed|high|
-|M|ScheduleOne.UI.Tooltips.TooltipManager|ShowTooltip||3|derived|removed|high|
-|F|ScheduleOne.UI.VehicleCanvas|DriverPromptsContainer||0|derived|removed|high|
-|M|ScheduleOne.UI.VehicleCanvas|VehicleExited||2|derived|removed|high|
-|M|ScheduleOne.UIScreen|SetCurrentSelectedPanel||3|derived|removed|high|
-|M|ScheduleOne.UIScreen|SetCurrentSelectedPanel||2|derived|removed|high|
-|M|ScheduleOne.UITab|Navigate2||1|derived|removed|high|
-|M|ScheduleOne.Vehicles.Modification.VehicleModStation|Close||0|derived|removed|high|
-|M|ScheduleOne.Vehicles.Modification.VehicleModStation|Open||1|derived|removed|high|
-|P|ScheduleOne.Vehicles.Modification.VehicleModStation|currentVehicle||0|derived|removed|high|
-|P|ScheduleOne.Vehicles.Modification.VehicleModStation|isOpen||0|derived|removed|high|
-|F|ScheduleOne.Vehicles.Modification.VehicleModStation|orbitCam||0|derived|removed|high|
-|F|ScheduleOne.Vehicles.Modification.VehicleModStation|vehiclePosition||0|derived|removed|high|
-|M|ScheduleOne.Vision.VisionCone|PlayerSpawned||1|derived|removed|high|
